ticker,event_ticker,series_ticker,title,subtitle,category,status,close_time,yes_bid,yes_ask,no_bid,no_ask,last_price,volume,volume_24h,open_interest,liquidity,notional_value,yes_mid,prob_implied,spread,fetched_at
KXWCGOAL-26JUN24RSAKOR-RSAIRAYNE15-1,KXWCGOAL-26JUN24RSAKOR,,Iqraam Rayners: 1+ goals,,,finalized,2026-06-25T03:14:51Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24RSAKOR-KORSHEUNG7-3,KXWCGOAL-26JUN24RSAKOR,,Son Heung-min: 3+ goals,,,finalized,2026-06-25T03:14:52Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24RSAKOR-KORSHEUNG7-2,KXWCGOAL-26JUN24RSAKOR,,Son Heung-min: 2+ goals,,,finalized,2026-06-25T03:14:52Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24RSAKOR-KORSHEUNG7-1,KXWCGOAL-26JUN24RSAKOR,,Son Heung-min: 1+ goals,,,finalized,2026-06-25T03:14:51Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24RSAKOR-KORLKANG19-2,KXWCGOAL-26JUN24RSAKOR,,Lee Kang-in: 2+ goals,,,finalized,2026-06-25T03:14:51Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24RSAKOR-KORLKANG19-1,KXWCGOAL-26JUN24RSAKOR,,Lee Kang-in: 1+ goals,,,finalized,2026-06-25T03:14:51Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAMTHURA9-1,KXWCGOAL-26JUN22FRAIRQ,,Marcus Thuram: 1+ goals,,,finalized,2026-06-23T00:54:48Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAMAKLIO11-1,KXWCGOAL-26JUN22FRAIRQ,,Maghnes Akliouche: 1+ goals,,,finalized,2026-06-23T00:54:48Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAMGUSTO27-1,KXWCGOAL-26JUN22FRAIRQ,,Malo Gusto: 1+ goals,,,finalized,2026-06-23T00:54:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQASHER20-1,KXWCGOAL-26JUN22FRAIRQ,,Aimar Sher: 1+ goals,,,finalized,2026-06-23T00:54:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQMFARJI21-1,KXWCGOAL-26JUN22FRAIRQ,,Marko Farji: 1+ goals,,,finalized,2026-06-23T00:54:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRARCHERK10-1,KXWCGOAL-26JUN22FRAIRQ,,Rayan Cherki: 1+ goals,,,finalized,2026-06-23T00:54:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQYAMYN7-1,KXWCGOAL-26JUN22FRAIRQ,,Youssef Amyn: 1+ goals,,,finalized,2026-06-23T00:54:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQRSULAK2-1,KXWCGOAL-26JUN22FRAIRQ,,Rebin Sulaka: 1+ goals,,,finalized,2026-06-23T00:54:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORMPEDER16-1,KXWCGOAL-26JUN22NORSEN,,Marcus Pedersen: 1+ goals,,,finalized,2026-06-23T02:09:58Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENPGUEYE18-2,KXWCGOAL-26JUN22NORSEN,,Pape Gueye: 2+ goals,,,finalized,2026-06-23T01:15:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENPGUEYE18-1,KXWCGOAL-26JUN22NORSEN,,Pape Gueye: 1+ goals,,,finalized,2026-06-23T01:15:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENMNIAKH19-1,KXWCGOAL-26JUN22NORSEN,,Moussa Niakhate: 1+ goals,,,finalized,2026-06-23T02:09:58Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENLCAMAR15-2,KXWCGOAL-26JUN22NORSEN,,Lamine Camara: 2+ goals,,,finalized,2026-06-23T01:23:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENLCAMAR15-1,KXWCGOAL-26JUN22NORSEN,,Lamine Camara: 1+ goals,,,finalized,2026-06-23T01:23:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENKDIATT27-1,KXWCGOAL-26JUN22NORSEN,,Krepin Diatta: 1+ goals,,,finalized,2026-06-23T02:09:58Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENKKOULI3-1,KXWCGOAL-26JUN22NORSEN,,Kalidou Koulibaly: 1+ goals,,,finalized,2026-06-23T01:31:24Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENIGUEYE27-1,KXWCGOAL-26JUN22NORSEN,,Idrissa Gana Gueye: 1+ goals,,,finalized,2026-06-23T02:09:57Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-SENEDIOUF12-1,KXWCGOAL-26JUN22NORSEN,,El Hadji Malick Diouf: 1+ goals,,,finalized,2026-06-23T01:15:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORTHEGGE14-1,KXWCGOAL-26JUN22NORSEN,,Torbjorn Heggem: 1+ goals,,,finalized,2026-06-23T01:43:24Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORSBERGE16-1,KXWCGOAL-26JUN22NORSEN,,Sander Berge: 1+ goals,,,finalized,2026-06-23T02:09:57Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORKAJER20-1,KXWCGOAL-26JUN22NORSEN,,Kristoffer Ajer: 1+ goals,,,finalized,2026-06-23T02:09:57Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORJRYERS26-1,KXWCGOAL-26JUN22NORSEN,,Julian Ryerson: 1+ goals,,,finalized,2026-06-23T00:13:23Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORFAURSN8-1,KXWCGOAL-26JUN22NORSEN,,Fredrik Aursnes: 1+ goals,,,finalized,2026-06-23T01:05:43Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORDWOLFE6-1,KXWCGOAL-26JUN22NORSEN,,David Moller Wolfe: 1+ goals,,,finalized,2026-06-23T02:09:56Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORASORLO9-2,KXWCGOAL-26JUN22NORSEN,,Alexander Sorloth: 2+ goals,,,finalized,2026-06-23T01:43:23Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22NORSEN-NORASORLO9-1,KXWCGOAL-26JUN22NORSEN,,Alexander Sorloth: 1+ goals,,,finalized,2026-06-23T01:43:23Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24MARHTI-MARBDIAZ21-3,KXWCGOAL-26JUN24MARHTI,,Brahim Diaz: 3+ goals,,,finalized,2026-06-24T23:33:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24MARHTI-MARBDIAZ21-2,KXWCGOAL-26JUN24MARHTI,,Brahim Diaz: 2+ goals,,,finalized,2026-06-24T23:33:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24MARHTI-MARBDIAZ21-1,KXWCGOAL-26JUN24MARHTI,,Brahim Diaz: 1+ goals,,,finalized,2026-06-24T23:33:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24MARHTI-MARAHAKIM2-2,KXWCGOAL-26JUN24MARHTI,,Achraf Hakimi: 2+ goals,,,finalized,2026-06-25T00:44:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24MARHTI-MARAHAKIM2-1,KXWCGOAL-26JUN24MARHTI,,Achraf Hakimi: 1+ goals,,,finalized,2026-06-25T00:44:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24MARHTI-HTIWISIDO18-2,KXWCGOAL-26JUN24MARHTI,,Wilson Isidor: 2+ goals,,,finalized,2026-06-24T23:29:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24MARHTI-HTIWISIDO18-1,KXWCGOAL-26JUN24MARHTI,,Wilson Isidor: 1+ goals,,,finalized,2026-06-24T23:29:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-SCOSMCTOM8-2,KXWCGOAL-26JUN24SCOBRA,,Scott Mctominay: 2+ goals,,,finalized,2026-06-25T00:20:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-SCOSMCTOM8-1,KXWCGOAL-26JUN24SCOBRA,,Scott Mctominay: 1+ goals,,,finalized,2026-06-25T00:20:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-SCOJMCGIN7-2,KXWCGOAL-26JUN24SCOBRA,,John McGinn: 2+ goals,,,finalized,2026-06-24T23:57:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-SCOJMCGIN7-1,KXWCGOAL-26JUN24SCOBRA,,John McGinn: 1+ goals,,,finalized,2026-06-24T23:57:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-BRAVINI7-3,KXWCGOAL-26JUN24SCOBRA,,Vinicius Junior: 3+ goals,,,finalized,2026-06-25T00:20:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-BRAVINI7-2,KXWCGOAL-26JUN24SCOBRA,,Vinicius Junior: 2+ goals,,,finalized,2026-06-24T22:53:22Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-BRAVINI7-1,KXWCGOAL-26JUN24SCOBRA,,Vinicius Junior: 1+ goals,,,finalized,2026-06-24T22:13:05Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-BRAGMAGAL6-1,KXWCGOAL-26JUN24SCOBRA,,Gabriel Magalhaes: 1+ goals,,,finalized,2026-06-25T00:20:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-BRABGUIMA39-2,KXWCGOAL-26JUN24SCOBRA,,Bruno Guimaraes: 2+ goals,,,finalized,2026-06-25T00:20:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SCOBRA-BRABGUIMA39-1,KXWCGOAL-26JUN24SCOBRA,,Bruno Guimaraes: 1+ goals,,,finalized,2026-06-25T00:20:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQAALHA9-1,KXWCGOAL-26JUN22FRAIRQ,,Ali Al-Hamadi: 1+ goals,,,finalized,2026-06-23T00:54:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQZIQBAL14-1,KXWCGOAL-26JUN22FRAIRQ,,Zidane Iqbal: 1+ goals,,,finalized,2026-06-23T00:54:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQZZAID4-1,KXWCGOAL-26JUN22FRAIRQ,,Zaid Tahseen Abd Zaid Hantoosh: 1+ goals,,,finalized,2026-06-23T00:15:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQZISMAI24-1,KXWCGOAL-26JUN22FRAIRQ,,Zaid Ismail: 1+ goals,,,finalized,2026-06-23T00:15:47Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQMDOSKI14-1,KXWCGOAL-26JUN22FRAIRQ,,Merchas Doski: 1+ goals,,,finalized,2026-06-23T00:54:45Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQIBAYES8-1,KXWCGOAL-26JUN22FRAIRQ,,Ibrahim Bayesh: 1+ goals,,,finalized,2026-06-23T00:23:25Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQAALAM16-1,KXWCGOAL-26JUN22FRAIRQ,,Amir Al-Ammari: 1+ goals,,,finalized,2026-06-23T00:23:25Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQAHASHI5-1,KXWCGOAL-26JUN22FRAIRQ,,Akam Hashim: 1+ goals,,,finalized,2026-06-23T00:54:45Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-IRQAQASEM37-1,KXWCGOAL-26JUN22FRAIRQ,,Ahmed Qasem: 1+ goals,,,finalized,2026-06-23T00:54:45Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAWSALIB2-1,KXWCGOAL-26JUN22FRAIRQ,,William Saliba: 1+ goals,,,finalized,2026-06-23T00:54:45Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAMKONE17-2,KXWCGOAL-26JUN22FRAIRQ,,Manu Kone: 2+ goals,,,finalized,2026-06-23T00:54:45Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAMKONE17-1,KXWCGOAL-26JUN22FRAIRQ,,Manu Kone: 1+ goals,,,finalized,2026-06-23T00:54:44Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRALDIGNE12-1,KXWCGOAL-26JUN22FRAIRQ,,Lucas Digne: 1+ goals,,,finalized,2026-06-23T00:54:44Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAJKOUND23-1,KXWCGOAL-26JUN22FRAIRQ,,Jules Kounde: 1+ goals,,,finalized,2026-06-23T00:37:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRADUPAME2-1,KXWCGOAL-26JUN22FRAIRQ,,Dayot Upamecano: 1+ goals,,,finalized,2026-06-23T00:54:43Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRABBARCO29-3,KXWCGOAL-26JUN22FRAIRQ,,Bradley Barcola: 3+ goals,,,finalized,2026-06-23T00:37:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRABBARCO29-2,KXWCGOAL-26JUN22FRAIRQ,,Bradley Barcola: 2+ goals,,,finalized,2026-06-23T00:37:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRABBARCO29-1,KXWCGOAL-26JUN22FRAIRQ,,Bradley Barcola: 1+ goals,,,finalized,2026-06-23T00:37:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAARABIO12-2,KXWCGOAL-26JUN22FRAIRQ,,Adrien Rabiot: 2+ goals,,,finalized,2026-06-23T00:54:43Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22FRAIRQ-FRAARABIO12-1,KXWCGOAL-26JUN22FRAIRQ,,Adrien Rabiot: 1+ goals,,,finalized,2026-06-23T00:54:43Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24BIHQAT-QATAAFIF11-2,KXWCGOAL-26JUN24BIHQAT,,Akram Afif: 2+ goals,,,finalized,2026-06-24T21:20:19Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24BIHQAT-QATAAFIF11-1,KXWCGOAL-26JUN24BIHQAT,,Akram Afif: 1+ goals,,,finalized,2026-06-24T21:20:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24BIHQAT-BIHEDEMIR9-3,KXWCGOAL-26JUN24BIHQAT,,Ermedin Demirovic: 3+ goals,,,finalized,2026-06-24T21:20:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24BIHQAT-BIHEDEMIR9-2,KXWCGOAL-26JUN24BIHQAT,,Ermedin Demirovic: 2+ goals,,,finalized,2026-06-24T21:20:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24BIHQAT-BIHEDEMIR9-1,KXWCGOAL-26JUN24BIHQAT,,Ermedin Demirovic: 1+ goals,,,finalized,2026-06-24T21:20:18Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SUICAN-SUIGXHAKA34-2,KXWCGOAL-26JUN24SUICAN,,Granit Xhaka: 2+ goals,,,finalized,2026-06-24T21:20:13Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SUICAN-SUIGXHAKA34-1,KXWCGOAL-26JUN24SUICAN,,Granit Xhaka: 1+ goals,,,finalized,2026-06-24T21:20:13Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SUICAN-SUIBEMBOL7-3,KXWCGOAL-26JUN24SUICAN,,Breel Embolo: 3+ goals,,,finalized,2026-06-24T20:43:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SUICAN-SUIBEMBOL7-2,KXWCGOAL-26JUN24SUICAN,,Breel Embolo: 2+ goals,,,finalized,2026-06-24T20:43:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SUICAN-SUIBEMBOL7-1,KXWCGOAL-26JUN24SUICAN,,Breel Embolo: 1+ goals,,,finalized,2026-06-24T20:43:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SUICAN-CANJDAVID30-2,KXWCGOAL-26JUN24SUICAN,,Jonathan David: 2+ goals,,,finalized,2026-06-24T21:20:14Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN24SUICAN-CANJDAVID30-1,KXWCGOAL-26JUN24SUICAN,,Jonathan David: 1+ goals,,,finalized,2026-06-24T21:20:14Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTCCHUKW17-1,KXWCGOAL-26JUN22ARGAUT,,Carney Chukwuemeka: 1+ goals,,,finalized,2026-06-22T19:20:08Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGLPARED5-1,KXWCGOAL-26JUN22ARGAUT,,Leandro Paredes: 1+ goals,,,finalized,2026-06-22T19:20:08Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGNTAGLI3-1,KXWCGOAL-26JUN22ARGAUT,,Nicolas Tagliafico: 1+ goals,,,finalized,2026-06-22T19:20:08Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTPWIMME39-1,KXWCGOAL-26JUN22ARGAUT,,Patrick Wimmer: 1+ goals,,,finalized,2026-06-22T19:20:08Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTAPRASS22-1,KXWCGOAL-26JUN22ARGAUT,,Alexander Prass: 1+ goals,,,finalized,2026-06-22T19:20:07Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTMFRIED32-1,KXWCGOAL-26JUN22ARGAUT,,Marco Friedl: 1+ goals,,,finalized,2026-06-22T19:20:07Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTMARNAU89-1,KXWCGOAL-26JUN22ARGAUT,,Marko Arnautovic: 1+ goals,,,finalized,2026-06-22T19:20:07Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGNGONZA11-1,KXWCGOAL-26JUN22ARGAUT,,Nico Gonzalez: 1+ goals,,,finalized,2026-06-22T19:20:07Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGNOTAME30-1,KXWCGOAL-26JUN22ARGAUT,,Nicolas Otamendi: 1+ goals,,,finalized,2026-06-22T19:20:07Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTXSCHLA24-1,KXWCGOAL-26JUN22ARGAUT,,Xaver Schlager: 1+ goals,,,finalized,2026-06-22T19:20:07Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTSPOSCHNA-1,KXWCGOAL-26JUN22ARGAUT,,Stefan Posch: 1+ goals,,,finalized,2026-06-22T18:31:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTRSCHMI20-1,KXWCGOAL-26JUN22ARGAUT,,Romano Schmid: 1+ goals,,,finalized,2026-06-22T18:43:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTPWANNE10-1,KXWCGOAL-26JUN22ARGAUT,,Paul Wanner: 1+ goals,,,finalized,2026-06-22T18:31:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTNSEIWA13-1,KXWCGOAL-26JUN22ARGAUT,,Nicolas Seiwald: 1+ goals,,,finalized,2026-06-22T19:20:06Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTMGREGO38-2,KXWCGOAL-26JUN22ARGAUT,,Michael Gregoritsch: 2+ goals,,,finalized,2026-06-22T18:49:50Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTMGREGO38-1,KXWCGOAL-26JUN22ARGAUT,,Michael Gregoritsch: 1+ goals,,,finalized,2026-06-22T18:49:50Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTKLAIME27-1,KXWCGOAL-26JUN22ARGAUT,,Konrad Laimer: 1+ goals,,,finalized,2026-06-22T19:20:06Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTKDANSO4-1,KXWCGOAL-26JUN22ARGAUT,,Kevin Danso: 1+ goals,,,finalized,2026-06-22T19:20:05Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-AUTDALABA4-1,KXWCGOAL-26JUN22ARGAUT,,David Alaba: 1+ goals,,,finalized,2026-06-22T18:31:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGTALMAD11-2,KXWCGOAL-26JUN22ARGAUT,,Thiago Almada: 2+ goals,,,finalized,2026-06-22T18:29:57Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGTALMAD11-1,KXWCGOAL-26JUN22ARGAUT,,Thiago Almada: 1+ goals,,,finalized,2026-06-22T18:29:57Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGRDEPA7-2,KXWCGOAL-26JUN22ARGAUT,,Rodrigo De Paul: 2+ goals,,,finalized,2026-06-22T18:45:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGRDEPA7-1,KXWCGOAL-26JUN22ARGAUT,,Rodrigo De Paul: 1+ goals,,,finalized,2026-06-22T18:45:21Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGNMOLIN16-1,KXWCGOAL-26JUN22ARGAUT,,Nahuel Molina: 1+ goals,,,finalized,2026-06-22T19:20:05Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGLMARTI6-1,KXWCGOAL-26JUN22ARGAUT,,Lisandro Martinez: 1+ goals,,,finalized,2026-06-22T19:20:05Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGFMEDIN14-1,KXWCGOAL-26JUN22ARGAUT,,Facundo Medina: 1+ goals,,,finalized,2026-06-22T18:45:22Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN22ARGAUT-ARGCROMER17-1,KXWCGOAL-26JUN22ARGAUT,,Cristian Romero: 1+ goals,,,finalized,2026-06-22T18:21:20Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN21NZLEGY-EGYHABDEL4-1,KXWCGOAL-26JUN21NZLEGY,,Hossam Abdelmaguid: 1+ goals,,,finalized,2026-06-22T03:14:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN21NZLEGY-EGYZIZO25-1,KXWCGOAL-26JUN21NZLEGY,,Zizo: 1+ goals,,,finalized,2026-06-22T03:14:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN21NZLEGY-NZLTBINDONA-1,KXWCGOAL-26JUN21NZLEGY,,Tyler Bindon: 1+ goals,,,finalized,2026-06-22T03:14:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN21NZLEGY-NZLFDEVR3-1,KXWCGOAL-26JUN21NZLEGY,,Francis De Vries: 1+ goals,,,finalized,2026-06-22T03:14:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN21NZLEGY-EGYHAMZ9-1,KXWCGOAL-26JUN21NZLEGY,,Hamza Abdelkarim: 1+ goals,,,finalized,2026-06-22T03:14:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN21NZLEGY-EGYMTREZE7-1,KXWCGOAL-26JUN21NZLEGY,,Mahmoud Trezeguet: 1+ goals,,,finalized,2026-06-22T03:14:46Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
KXWCGOAL-26JUN21NZLEGY-NZLJRANDA21-1,KXWCGOAL-26JUN21NZLEGY,,Jesse Randall: 1+ goals,,,finalized,2026-06-22T03:14:45Z,,,,,,,,,,,,,,2026-07-02T05:24:36Z
